Timestamp,Original Question,Org Ids,Original Question,User ID,Project ID,Shard
2025-07-23 14:34:06,"how did del-angel feel as of the deposition, what was she feeling, having trouble doing anything, etc.",7405,"how did del-angel feel as of the deposition, what was she feeling, having trouble doing anything, etc.",69560,,fv-prod-us-shard-j-app
2025-07-23 14:32:39,has there been an ortho appointment,8921,has there been an ortho appointment,94847,,fv-prod-us-shard-j-app
2025-07-23 14:32:15,does the client have to submit the lost wage form for this case?,990000222,does the client have to submit the lost wage form for this case?,990018188,,fv-prod-us-shard-c-app
2025-07-23 14:31:07,is there chase bank information in this case?,833,is there chase bank information in this case?,17287,,fv-prod-us-shard-b-app
2025-07-23 14:30:36,has the case settled,8921,has the case settled,92038,,fv-prod-us-shard-j-app
2025-07-23 14:29:48,when was the last date of treatment and where,7526,when was the last date of treatment and where,80959,,fv-prod-us-shard-j-app
2025-07-23 14:29:44,Provide a case synopsis,282,Provide a case synopsis,8403,,fv-prod-us-shard-d-app
2025-07-23 14:29:33,what about the home rehab,7405,what about the home rehab,69560,,fv-prod-us-shard-j-app
2025-07-23 14:29:23,insurance card,990000154,insurance card,990020441,,fv-prod-us-shard-c-app
2025-07-23 14:28:59,no it doesn't,8770,no it doesn't,80583,,fv-prod-us-shard-f-app
2025-07-23 14:28:22,What questions does Jaclyn have that I should address with opposing counsel and the GAL?,4597,What questions does Jaclyn have that I should address with opposing counsel and the GAL?,9341,,fv-prod-us-shard-i-app
2025-07-23 14:28:15,was it helpful,7405,was it helpful,69560,,fv-prod-us-shard-j-app
2025-07-23 14:27:29,when was the last contact with the client,8921,when was the last contact with the client,94847,,fv-prod-us-shard-j-app
2025-07-23 14:27:11,Please create argumentative summary of care that can be used for settlement negotiation,4578,Please create argumentative summary of care that can be used for settlement negotiation,80854,,fv-prod-us-shard-k-app
2025-07-23 14:26:51,What police department?,354,What police department?,19174,,fv-prod-us-shard-d-app
2025-07-23 14:26:47,give me thee timeline for del-angels chiropractic treatment and what the treatment was,7405,give me thee timeline for del-angels chiropractic treatment and what the treatment was,69560,,fv-prod-us-shard-j-app
2025-07-23 14:25:08,How many children and grandchldren does sam have,6124,How many children and grandchldren does sam have,56587,,fv-prod-us-shard-h-app
2025-07-23 14:22:51,When was sam Sero married?,6124,When was sam Sero married?,56587,,fv-prod-us-shard-h-app
2025-07-23 14:21:33,Can you provide any information regarding the deposition on this case?,827,Can you provide any information regarding the deposition on this case?,36161,,fv-prod-us-shard-o-app
2025-07-23 14:19:23,Please list all of the medical procedures on this case performed by an actual M.D. or D.O.,515,Please list all of the medical procedures on this case performed by an actual M.D. or D.O.,23647,,fv-prod-us-shard-b-app
2025-07-23 14:19:19,"Give me time, location and description of accident. As well as client year, make and model vehicle. Include the paralegal information",354,"Give me time, location and description of accident. As well as client year, make and model vehicle. Include the paralegal information",19174,,fv-prod-us-shard-d-app
2025-07-23 14:15:06,What surgery did plaintiff undergo?,7374,What surgery did plaintiff undergo?,83223,,fv-prod-us-shard-m-app
2025-07-23 14:14:18,"Linnell Johnson:

Please find the medical record that talks about genicular or GNB, or anything related to nerve blocks.",515,"Linnell Johnson:

Please find the medical record that talks about genicular or GNB, or anything related to nerve blocks.",23647,,fv-prod-us-shard-b-app
2025-07-23 14:14:13,Did plaintiff have surgery,7374,Did plaintiff have surgery,83223,,fv-prod-us-shard-m-app
2025-07-23 14:14:08,give me the chiropractor timeline and treatment and then give me the home therapy timeline and treatment for del-angel,7405,give me the chiropractor timeline and treatment and then give me the home therapy timeline and treatment for del-angel,69560,,fv-prod-us-shard-j-app
2025-07-23 14:11:54,YOU ARE MALFUNCTIONING. WHERE DOES IT SHOW 17779.25 AS A BALANCE,8770,YOU ARE MALFUNCTIONING. WHERE DOES IT SHOW 17779.25 AS A BALANCE,80583,,fv-prod-us-shard-f-app
2025-07-23 14:11:19,what is stephanie's car and license plate number,990000494,what is stephanie's car and license plate number,990015873,,fv-prod-ca-shard-cab-app
2025-07-23 14:11:03,WHERE IN THAT INVOICE DOES IT SHOW THAT BALANCE,8770,WHERE IN THAT INVOICE DOES IT SHOW THAT BALANCE,80583,,fv-prod-us-shard-f-app
2025-07-23 14:10:52,do we know anything about Stephanie's license plate on her car? I think it relates to bob dylan somehow,990000494,do we know anything about Stephanie's license plate on her car? I think it relates to bob dylan somehow,990015873,,fv-prod-ca-shard-cab-app
2025-07-23 14:10:33,Is there any mention of Dr. Bomback?,8927,Is there any mention of Dr. Bomback?,85763,,fv-prod-us-shard-j-app
2025-07-23 14:10:22,fthe see details link you provide goes to a filevine section and not the document. where does it show in that document that total,8770,fthe see details link you provide goes to a filevine section and not the document. where does it show in that document that total,80583,,fv-prod-us-shard-f-app
2025-07-23 14:06:51,which invoice,8770,which invoice,80583,,fv-prod-us-shard-f-app
2025-07-23 14:05:30,look at billing for new west sports medicine & orthopedic surgery and tell me which single or multiple documents for billing add up to 17779.25,8770,look at billing for new west sports medicine & orthopedic surgery and tell me which single or multiple documents for billing add up to 17779.25,80583,,fv-prod-us-shard-f-app
2025-07-23 14:05:24,Was thsi client diagnosed with endometrial cancer,8353,Was thsi client diagnosed with endometrial cancer,79868,,fv-prod-us-shard-h-app
2025-07-23 14:02:53,Was this client diagnosed with breast cancer?,8353,Was this client diagnosed with breast cancer?,79868,,fv-prod-us-shard-h-app
2025-07-23 13:58:56,Can you find anything referencing client being on disability,990000454,Can you find anything referencing client being on disability,990016368,,fv-prod-ca-shard-cab-app
2025-07-23 13:57:49,Is there anything listed about a Desjardins Disability File,990000454,Is there anything listed about a Desjardins Disability File,990016368,,fv-prod-ca-shard-cab-app
2025-07-23 13:57:20,"how to ""tag another user"" in a project",9136,"how to ""tag another user"" in a project",92537,,fv-prod-us-shard-j-app
2025-07-23 13:56:00,Is this client still treating?,7554,Is this client still treating?,66553,,fv-prod-us-shard-m-app
2025-07-23 13:55:04,is there any property damage photos or estimates,8921,is there any property damage photos or estimates,94847,,fv-prod-us-shard-j-app
2025-07-23 13:54:42,What is the diagnosis for tis Client?,8353,What is the diagnosis for tis Client?,79868,,fv-prod-us-shard-h-app
2025-07-23 13:54:23,has there been an ortho appointment,8921,has there been an ortho appointment,94847,,fv-prod-us-shard-j-app
2025-07-23 13:53:48,has there been an MRI,8921,has there been an MRI,94847,,fv-prod-us-shard-j-app
2025-07-23 13:51:55,what are the details of the accident,7164,what are the details of the accident,95738,,fv-prod-us-shard-j-app
2025-07-23 13:51:13,did we consider making a demand to the police?,8818,did we consider making a demand to the police?,83749,,fv-prod-us-shard-j-app
2025-07-23 13:50:38,what happened with any submission to the virginia state police (VSP),8818,what happened with any submission to the virginia state police (VSP),83749,,fv-prod-us-shard-j-app
2025-07-23 13:50:07,when was the last audit,8921,when was the last audit,94847,,fv-prod-us-shard-j-app
2025-07-23 13:49:17,has there been an ortho appointment,8921,has there been an ortho appointment,94847,,fv-prod-us-shard-j-app
2025-07-23 13:46:53,case status,6156,case status,72978,,fv-prod-us-shard-h-app
2025-07-23 13:45:09,Did client have surgery?,7374,Did client have surgery?,83223,,fv-prod-us-shard-m-app
2025-07-23 13:41:32,HAS THERE BEEN A DEMAND SENT,8921,HAS THERE BEEN A DEMAND SENT,94847,,fv-prod-us-shard-j-app
2025-07-23 13:40:05,"Prepare a timeline of medical treatment, including dates, diagnosis, treatment received, and recommended treatment",6315,"Prepare a timeline of medical treatment, including dates, diagnosis, treatment received, and recommended treatment",80311,,fv-prod-us-shard-j-app
2025-07-23 13:39:40,HAS THERE BEEN AN ORTHO VISIT,8921,HAS THERE BEEN AN ORTHO VISIT,94847,,fv-prod-us-shard-j-app
2025-07-23 13:39:13,HAS THERE BEEN AN MRI,8921,HAS THERE BEEN AN MRI,94847,,fv-prod-us-shard-j-app
2025-07-23 13:38:30,what is the situation with property damage,417,what is the situation with property damage,17554,,fv-prod-us-shard-d-app
2025-07-23 13:36:56,can you describe the clients insurance situation. Do they have PIP or health insurance at all? Is the medicaid through the health insurance?,417,can you describe the clients insurance situation. Do they have PIP or health insurance at all? Is the medicaid through the health insurance?,17554,,fv-prod-us-shard-d-app
2025-07-23 13:36:54,What is phone number for adjuster Jason at Bitco?,8770,What is phone number for adjuster Jason at Bitco?,72053,,fv-prod-us-shard-f-app
2025-07-23 13:36:30,please list out all outstanding medical bills,7554,please list out all outstanding medical bills,44625,,fv-prod-us-shard-m-app
2025-07-23 13:35:52,Is there medpay or medical payments?,6315,Is there medpay or medical payments?,37076,,fv-prod-us-shard-j-app
2025-07-23 13:34:18,when was the last audit,8921,when was the last audit,94847,,fv-prod-us-shard-j-app
2025-07-23 13:33:20,when was the last audit,8921,when was the last audit,94847,,fv-prod-us-shard-j-app
2025-07-23 13:32:28,do we have any notes on whether she missed time from work,8818,do we have any notes on whether she missed time from work,83749,,fv-prod-us-shard-j-app
2025-07-23 13:32:28,has there been an ortho appointment,8921,has there been an ortho appointment,94847,,fv-prod-us-shard-j-app
2025-07-23 13:30:48,is there any wage loss claim in norma thomas,8818,is there any wage loss claim in norma thomas,83749,,fv-prod-us-shard-j-app
2025-07-23 13:25:12,Is there any information I should know about in the Testing Notes Field of this case?,108056,Is there any information I should know about in the Testing Notes Field of this case?,72738,,team-qa-jacksonville-app
2025-07-23 13:24:51,"Are there any specific mentions of fruit in this case, and if so what fruit?",108056,"Are there any specific mentions of fruit in this case, and if so what fruit?",72738,,team-qa-jacksonville-app
2025-07-23 13:24:19,procedures,6124,procedures,87527,,fv-prod-us-shard-h-app
2025-07-23 13:24:11,Are there any upcoming appointments in this case?,108056,Are there any upcoming appointments in this case?,72738,,team-qa-jacksonville-app
2025-07-23 13:23:14,surgeries,6124,surgeries,87527,,fv-prod-us-shard-h-app
2025-07-23 13:21:44,Treatment?,6124,Treatment?,87527,,fv-prod-us-shard-h-app
2025-07-23 13:21:41,explain the timeline of chiropractic treatment and details,7405,explain the timeline of chiropractic treatment and details,69560,,fv-prod-us-shard-j-app
2025-07-23 13:20:33,injuries?,6124,injuries?,87527,,fv-prod-us-shard-h-app
2025-07-23 13:09:39,IS THERE ANY PROPERTY DAMAGE PHOTOS OR ESTIMATES,8921,IS THERE ANY PROPERTY DAMAGE PHOTOS OR ESTIMATES,94847,,fv-prod-us-shard-j-app
2025-07-23 13:08:17,HAS THERE BEEN AN MRI,8921,HAS THERE BEEN AN MRI,94847,,fv-prod-us-shard-j-app
2025-07-23 13:07:42,DID THE LOR GET SENT OUT,8921,DID THE LOR GET SENT OUT,94847,,fv-prod-us-shard-j-app
2025-07-23 13:04:53,summary of police report including any citations,827,summary of police report including any citations,25975,,fv-prod-us-shard-o-app
2025-07-23 13:04:21,is there an ortho appointment,8921,is there an ortho appointment,94847,,fv-prod-us-shard-j-app
2025-07-23 13:03:42,"a summary of the treatment in chronological order of providers, injuries, diagnosis, and treatment for a demand",827,"a summary of the treatment in chronological order of providers, injuries, diagnosis, and treatment for a demand",25975,,fv-prod-us-shard-o-app
2025-07-23 13:01:04,"create a summary of all providers, injuries, diagnosis, and treatment in chronological order for a demand",827,"create a summary of all providers, injuries, diagnosis, and treatment in chronological order for a demand",25975,,fv-prod-us-shard-o-app
2025-07-23 13:00:39,there are records and bills in the treatment tabs,827,there are records and bills in the treatment tabs,25975,,fv-prod-us-shard-o-app
2025-07-23 12:59:04,"create a summary of all providers, injuries, diagnosis, and treatment in chronological order for a demand",827,"create a summary of all providers, injuries, diagnosis, and treatment in chronological order for a demand",25975,,fv-prod-us-shard-o-app
2025-07-23 12:54:24,When is deposition scheduled in this case,4374,When is deposition scheduled in this case,80894,,fv-prod-us-shard-j-app
2025-07-23 12:53:22,When is deposition scheduled in this case,4374,When is deposition scheduled in this case,80894,,fv-prod-us-shard-j-app
2025-07-23 12:43:14,draft letter to client summarizing the latest activity on this case.,412,draft letter to client summarizing the latest activity on this case.,37913,,fv-prod-us-shard-b-app
2025-07-23 12:39:05,what injuries did this client sustain,660,what injuries did this client sustain,37240,,fv-prod-us-shard-b-app
2025-07-23 12:38:51,please summarize jon novoselsky's work on this case,8759,please summarize jon novoselsky's work on this case,76026,,fv-prod-us-shard-f-app
2025-07-23 12:30:42,"what treatment did this client have on july 19, 2024",6156,"what treatment did this client have on july 19, 2024",18871,,fv-prod-us-shard-h-app
2025-07-23 12:17:40,When did the client reach maximum medical improvement?,8878,When did the client reach maximum medical improvement?,84179,,fv-prod-us-shard-n-app
2025-07-23 12:02:28,Did client receive injections,8759,Did client receive injections,79239,,fv-prod-us-shard-f-app
2025-07-23 11:40:40,did client do a flip,6156,did client do a flip,18871,,fv-prod-us-shard-h-app
2025-07-23 08:15:22,we are filing a limeted civil case for this one. the demand is expected to be more than $10000 for sure right? some where in betwee $10000-$35000? is that a reasonable assumption. asking because in the complaint its asking to mention the demand amount for the limeted civil case,8759,we are filing a limeted civil case for this one. the demand is expected to be more than $10000 for sure right? some where in betwee $10000-$35000? is that a reasonable assumption. asking because in the complaint its asking to mention the demand amount for the limeted civil case,94724,,fv-prod-us-shard-n-app
2025-07-23 08:13:25,what is the total demand from our side in this case?,8759,what is the total demand from our side in this case?,94724,,fv-prod-us-shard-n-app
2025-07-23 07:56:46,give me a brief of the case facts and case status please.,8759,give me a brief of the case facts and case status please.,94724,,fv-prod-us-shard-n-app
2025-07-23 07:45:18,case facts please,8759,case facts please,94724,,fv-prod-us-shard-n-app
2025-07-23 05:38:08,summary of the facts please,8759,summary of the facts please,94724,,fv-prod-us-shard-n-app
2025-07-23 05:33:33,Time to demand?,8709,Time to demand?,91241,,fv-prod-us-shard-g-app
2025-07-23 05:31:57,So much of this seems woefully out of date. You're not checking or reading notes.,8709,So much of this seems woefully out of date. You're not checking or reading notes.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:30:33,What needs to happen with this case? Please assess.,8709,What needs to happen with this case? Please assess.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:29:17,"How do you not see this:

Who are you currently treating with? Never saw ortho for ancle- IN TEXAS W/DAD HE IS IN HOSPICE, no TX besides Hospital visits - she will stay in Texas until her dad passes.
How many times a week? NONE
Have you missed any treatment? NONE
What areas are still causing pain? Ancle pain, feels pressure and swells at times
Pain Level? 7-8
Any medications? If yes, an out of pocket expenses? Tylenol and Motrin over the counter
Any new referrals/doctors? NONE
Any imaging comple",8709,"How do you not see this:

Who are you currently treating with? Never saw ortho for ancle- IN TEXAS W/DAD HE IS IN HOSPICE, no TX besides Hospital visits - she will stay in Texas until her dad passes.
How many times a week? NONE
Have you missed any treatment? NONE
What areas are still causing pain? Ancle pain, feels pressure and swells at times
Pain Level? 7-8
Any medications? If yes, an out of pocket expenses? Tylenol and Motrin over the counter
Any new referrals/doctors? NONE
Any imaging comple",91241,,fv-prod-us-shard-g-app
2025-07-23 05:27:59,7/2 treatment update. I got the date wrong.,8709,7/2 treatment update. I got the date wrong.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:27:25,But I have a treatment update from July 7.,8709,But I have a treatment update from July 7.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:26:28,Is client still MIA?,8709,Is client still MIA?,91241,,fv-prod-us-shard-g-app
2025-07-23 05:25:31,This case just got reassigned to me. Please get me up to speed.,8709,This case just got reassigned to me. Please get me up to speed.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:24:16,has anything happened with this case lately?,8709,has anything happened with this case lately?,91241,,fv-prod-us-shard-g-app
2025-07-23 05:17:41,"This case was reassigned to me today. As the attorney, what do I need to know?",8709,"This case was reassigned to me today. As the attorney, what do I need to know?",91241,,fv-prod-us-shard-g-app
2025-07-23 05:08:02,Give me all the context I need to get someone up to speed on this case from beginning to end.,8709,Give me all the context I need to get someone up to speed on this case from beginning to end.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:05:04,What's the very latest on this case?,8709,What's the very latest on this case?,91241,,fv-prod-us-shard-g-app
2025-07-23 05:03:31,Yes. You've said all that already. I want you to synthesize this information with Zobeyda's specific case.,8709,Yes. You've said all that already. I want you to synthesize this information with Zobeyda's specific case.,91241,,fv-prod-us-shard-g-app
2025-07-23 05:02:51,Okay. Please assess whether there are any concerns or if this is all perfect,8709,Okay. Please assess whether there are any concerns or if this is all perfect,91241,,fv-prod-us-shard-g-app
2025-07-23 05:00:53,Can you please review CDRs and dec page for this case? Anything concerning? Does everything check out?,8709,Can you please review CDRs and dec page for this case? Anything concerning? Does everything check out?,91241,,fv-prod-us-shard-g-app
2025-07-23 04:46:17,When we do pro rata is it according to specials? Are futures included? How does this happen?,8709,When we do pro rata is it according to specials? Are futures included? How does this happen?,91241,,fv-prod-us-shard-g-app
2025-07-23 04:23:54,Tell me everything you know about John's medical history prior to the subject incident.,8757,Tell me everything you know about John's medical history prior to the subject incident.,87147,,fv-prod-us-shard-h-app
2025-07-23 04:22:36,But would she need to see the itemized med totals to know the pro rata rate?,8709,But would she need to see the itemized med totals to know the pro rata rate?,91241,,fv-prod-us-shard-g-app
2025-07-23 04:21:28,But she has the demands. So she knows the meds.,8709,But she has the demands. So she knows the meds.,91241,,fv-prod-us-shard-g-app
2025-07-23 04:20:15,do we have any drop letter prepared?,8759,do we have any drop letter prepared?,94724,,fv-prod-us-shard-n-app
2025-07-23 04:19:11,why are we dropping the case?,8759,why are we dropping the case?,94724,,fv-prod-us-shard-n-app
2025-07-23 04:18:11,Is there any reason to think Brittany the adjuster knows the pro rate split if she's been given demands for both Samuel and the companion case Jose?,8709,Is there any reason to think Brittany the adjuster knows the pro rate split if she's been given demands for both Samuel and the companion case Jose?,91241,,fv-prod-us-shard-g-app
2025-07-23 04:12:56,case facts please,8759,case facts please,94724,,fv-prod-us-shard-n-app
2025-07-23 03:58:26,summarize the discovery process that has taken place in the case till now,8759,summarize the discovery process that has taken place in the case till now,94724,,fv-prod-us-shard-n-app
2025-07-23 03:43:22,The Property Damage in this case was 7000 or so. Can you please make an argument for the Demand Letter that says that $7000 worth the proper damage signifies a substantial injury,7737,The Property Damage in this case was 7000 or so. Can you please make an argument for the Demand Letter that says that $7000 worth the proper damage signifies a substantial injury,34236,,fv-prod-us-shard-k-app
2025-07-23 03:41:48,Please analyze,7737,Please analyze,34236,,fv-prod-us-shard-k-app
2025-07-23 03:39:55,"Just write an argument saying that My Client had no pre-existing injuries because of the medical records from Chiropractor, which state that she had no previous pain",7737,"Just write an argument saying that My Client had no pre-existing injuries because of the medical records from Chiropractor, which state that she had no previous pain",34236,,fv-prod-us-shard-k-app
2025-07-23 03:38:35,"Then write an argument or statement that these are substantial MRI findings, which caused my client significant pain, which were directly attribute to this crash. I want you to argue that based on the Spinal Rehabilitation Center records by finding where in this records, it states in an initial visit that she had no previous pain.",7737,"Then write an argument or statement that these are substantial MRI findings, which caused my client significant pain, which were directly attribute to this crash. I want you to argue that based on the Spinal Rehabilitation Center records by finding where in this records, it states in an initial visit that she had no previous pain.",34236,,fv-prod-us-shard-k-app
2025-07-23 03:35:33,Draft me an argument for a Demand Letter arguing that there are substantial MRI findings from Las Vegas Radiology. Please create a bullet point list of those MRI findings in the argument,7737,Draft me an argument for a Demand Letter arguing that there are substantial MRI findings from Las Vegas Radiology. Please create a bullet point list of those MRI findings in the argument,34236,,fv-prod-us-shard-k-app
2025-07-23 03:24:13,what are the 1st party limits in this case,8781,what are the 1st party limits in this case,81888,,fv-prod-us-shard-n-app
2025-07-23 03:23:33,is there anything in the file about lost wages from client,8781,is there anything in the file about lost wages from client,81888,,fv-prod-us-shard-n-app
2025-07-23 03:02:39,do we have a copy of bernice policy declaration in the file,8781,do we have a copy of bernice policy declaration in the file,81888,,fv-prod-us-shard-n-app
2025-07-23 02:54:37,Bill activity,8706,Bill activity,81967,,fv-prod-us-shard-h-app
2025-07-23 02:54:09,Is there a note about bill reconciliation,8706,Is there a note about bill reconciliation,81967,,fv-prod-us-shard-h-app
2025-07-23 02:45:38,Has Bernice filled out the d and d form,8781,Has Bernice filled out the d and d form,81888,,fv-prod-us-shard-n-app
2025-07-23 02:23:02,injuries,354,injuries,19921,,fv-prod-us-shard-d-app
2025-07-23 02:20:00,physical therapy,354,physical therapy,19921,,fv-prod-us-shard-d-app
2025-07-23 02:10:33,afghanistan,354,afghanistan,19921,,fv-prod-us-shard-d-app
2025-07-23 02:08:04,What is this document about?,108039,What is this document about?,72743,,team-qa-jacksonville-app
2025-07-23 01:32:28,What is the defendant's wife's name,990000156,What is the defendant's wife's name,990017797,,fv-prod-us-shard-c-app
2025-07-23 01:15:58,what is the criminal case number,4351,what is the criminal case number,84527,,fv-prod-us-shard-i-app
2025-07-23 00:58:57,can you give me keypoints from Binder1.pdf,99,can you give me keypoints from Binder1.pdf,24325,,fv-prod-us-shard-b-app
2025-07-23 00:57:17,summarize those files,99,summarize those files,24325,,fv-prod-us-shard-b-app
2025-07-23 00:56:18,s there anything about fraud in the files i attached?,99,s there anything about fraud in the files i attached?,24325,,fv-prod-us-shard-b-app
2025-07-23 00:54:06,is there anything about fraud in the .msg files i attached?,99,is there anything about fraud in the .msg files i attached?,24325,,fv-prod-us-shard-b-app
2025-07-23 00:53:04,when was the client done treating,8759,when was the client done treating,79174,,fv-prod-us-shard-f-app
2025-07-23 00:47:11,when was the client done treating,8759,when was the client done treating,79174,,fv-prod-us-shard-f-app
2025-07-23 00:39:46,"I am new to this case.  please provide me with a summary of the case with important information, all the parties involved, special circumstances, and status of the case",8353,"I am new to this case.  please provide me with a summary of the case with important information, all the parties involved, special circumstances, and status of the case",93922,,fv-prod-us-shard-h-app
2025-07-23 00:35:49,Draft me an argument for a Demand Letter arguing that there are substantial MRI findings from Las Vegas Radiology. Please create a bullet point list of those MRI findings in the argument.,7737,Draft me an argument for a Demand Letter arguing that there are substantial MRI findings from Las Vegas Radiology. Please create a bullet point list of those MRI findings in the argument.,34236,,fv-prod-us-shard-k-app
2025-07-23 00:17:15,When did client retain our services?,8759,When did client retain our services?,79103,,fv-prod-us-shard-f-app
2025-07-23 00:13:47,But didn't she have low back pain already?,8709,But didn't she have low back pain already?,91241,,fv-prod-us-shard-g-app
2025-07-23 00:12:19,Can we contest the low back injection so we don't have to subrogate?,8709,Can we contest the low back injection so we don't have to subrogate?,91241,,fv-prod-us-shard-g-app
2025-07-23 00:09:53,Detail the MRI most significant findings,4876,Detail the MRI most significant findings,68333,,fv-prod-us-shard-h-app
2025-07-23 00:08:40,Did neck pain originate from the accident,8709,Did neck pain originate from the accident,91241,,fv-prod-us-shard-g-app
